run_id,method,time_s,cpu_mcores
2,Submariner,108,5.793417928606877
2,Submariner,109,-6.660404897434302
2,Submariner,110,5.86023920924841
2,Submariner,111,-6.975407780137673
2,Submariner,112,-3.6271755654990803
2,Submariner,113,9.500277060291786
2,Submariner,114,-2.3211607348251655
2,Submariner,115,6.628370245600771
2,Submariner,116,-2.3298210047190273
2,Submariner,117,-12.610898832924393
2,Submariner,118,-6.790525330762337
2,Submariner,119,-8.708158748700052
2,Submariner,120,-3.874324481337266
2,MySolution,0,-2.482709432156667
2,MySolution,1,-0.9221735469724126
2,MySolution,2,-1.5061070572365232
2,MySolution,3,15.762798754785276
2,MySolution,4,-10.213199213501197
2,MySolution,5,-2.113523746729406
2,MySolution,6,4.426970406911224
2,MySolution,7,15.209639190225387
2,MySolution,8,3.57649290208221
2,MySolution,9,13.625084614986184
2,MySolution,10,-8.427387822944585
2,MySolution,11,17.502417872350502
2,MySolution,12,1.8000245606562624
2,MySolution,13,6.692886018399242
2,MySolution,14,1.7817431710621623
2,MySolution,15,13.628079151930871
2,MySolution,16,28.849231810931755
2,MySolution,17,36.01279415270383
2,MySolution,18,10.089149921577574
2,MySolution,19,24.5907273438676
2,MySolution,20,33.66924049779262
2,MySolution,21,22.63923667676924
2,MySolution,22,23.819639321896926
2,MySolution,23,24.145209393824324
2,MySolution,24,31.996502770343074
2,MySolution,25,38.606717064124574
2,MySolution,26,32.71479906737124
2,MySolution,27,29.14493714457163
2,MySolution,28,23.15007829732853
2,MySolution,29,28.19128069950919
2,MySolution,30,18.164771244504237
2,MySolution,31,18.469146431544864
2,MySolution,32,27.475888683418727
2,MySolution,33,20.1715920161216
2,MySolution,34,16.49464974928824
2,MySolution,35,10.51226337765111
2,MySolution,36,18.10535646213672
2,MySolution,37,19.583635385033837
2,MySolution,38,0.37033182297418943
2,MySolution,39,6.375461306643488
2,MySolution,40,5.121591768620421
2,MySolution,41,-0.9149668791054948
2,MySolution,42,-5.121591511594755
2,MySolution,43,2.162638823649322
2,MySolution,44,6.878413244560326
2,MySolution,45,13.019808890745258
2,MySolution,46,-14.398434821451549
2,MySolution,47,-4.9943333645148895
2,MySolution,48,-2.0515709727331064
2,MySolution,49,-13.000566667018267
2,MySolution,50,-5.796487294418406
2,MySolution,51,-6.079317019512707
2,MySolution,52,-5.688355676324356
2,MySolution,53,-17.450679857892148
2,MySolution,54,1.7457838819458953
2,MySolution,55,-5.03114253687589
2,MySolution,56,12.17898110075362
2,MySolution,57,6.3768484233419915
2,MySolution,58,-11.622699365224197
2,MySolution,59,0.7904440243089181
2,MySolution,60,-4.7482542840119715
2,MySolution,61,7.10734823127722
2,MySolution,62,0.4251845756567046
2,MySolution,63,-4.455843228131154
2,MySolution,64,3.507365760435341
2,MySolution,65,1.220967481105991
2,MySolution,66,-1.3168863696307984
2,MySolution,67,16.159153355045845
2,MySolution,68,-4.235072480099265
2,MySolution,69,-3.7662883796623094
2,MySolution,70,-12.36749169804274
2,MySolution,71,-0.3242119718817147
2,MySolution,72,7.122851321190459
2,MySolution,73,-16.571102389716764
2,MySolution,74,-2.000520764804157
2,MySolution,75,-9.45320332288892
2,MySolution,76,11.535498161172974
2,MySolution,77,10.863164329384096
2,MySolution,78,2.676022786806004
2,MySolution,79,11.434704646704587
2,MySolution,80,-6.938542805534676
2,MySolution,81,7.6052138004030985
2,MySolution,82,-4.680092068806123
2,MySolution,83,2.567660180310807
2,MySolution,84,-2.3951681332768624
2,MySolution,85,-2.2283446663278133
2,MySolution,86,4.368921266642757
2,MySolution,87,-10.43056922915649
2,MySolution,88,-2.0073157203387413
2,MySolution,89,1.368058989743625
2,MySolution,90,-3.2277398299799427
2,MySolution,91,0.837275526685862
2,MySolution,92,-2.5510462938720564
2,MySolution,93,12.946751487067424
2,MySolution,94,5.7135088119089374
2,MySolution,95,23.726922958665938
2,MySolution,96,-6.360620836473689
2,MySolution,97,6.514927317439304
2,MySolution,98,16.784246481042988
2,MySolution,99,2.40784044122056
2,MySolution,100,-8.664601134713848
2,MySolution,101,-8.050580014426277
2,MySolution,102,-0.28331651934089563
2,MySolution,103,10.472994886827319
2,MySolution,104,6.003203893173753
2,MySolution,105,-17.106946620899357
2,MySolution,106,-5.602832870933074
2,MySolution,107,-0.07245180234388351
2,MySolution,108,-11.665067897958146
2,MySolution,109,5.556237171958955
2,MySolution,110,-19.690683801491904
2,MySolution,111,1.1463181123236466
2,MySolution,112,-3.12977695301645
2,MySolution,113,-3.9293126849126034
2,MySolution,114,-2.2691796196164105
2,MySolution,115,2.5183584376627413
2,MySolution,116,3.1706126235119148
2,MySolution,117,-1.8048296882876815
2,MySolution,118,-15.399603442724477
2,MySolution,119,-11.513834386575835
2,MySolution,120,-11.757262191779214
3,Submariner,0,6.11841395395995
3,Submariner,1,-1.9169018115288539
3,Submariner,2,2.200722832472032
3,Submariner,3,-12.413241321310144
3,Submariner,4,-4.207092502656083
3,Submariner,5,4.602434385140702
3,Submariner,6,-1.291339116872695
3,Submariner,7,-0.7443561593258641
3,Submariner,8,-0.3471875550387661
3,Submariner,9,9.982735016206293
3,Submariner,10,-4.541116458434566
3,Submariner,11,5.889418317491553
3,Submariner,12,7.795034344406484
3,Submariner,13,-8.75481082658166
3,Submariner,14,1.9155730488478904
3,Submariner,15,1.0787798771946107
3,Submariner,16,9.667355088961664
3,Submariner,17,9.066324881337538
3,Submariner,18,2.0963266556079887
3,Submariner,19,3.631584653071017
3,Submariner,20,-2.7249648346846267
3,Submariner,21,2.0144031271361422
3,Submariner,22,-3.9962233472553628
3,Submariner,23,-2.7815695962213853
3,Submariner,24,-4.014683456251991
3,Submariner,25,13.321470884408605
3,Submariner,26,16.51328732930935
3,Submariner,27,5.33094755430939
3,Submariner,28,0.7184444345810697
3,Submariner,29,10.230554324183164
3,Submariner,30,30.111835239102454
3,Submariner,31,29.797084402941174
3,Submariner,32,1.0317409532774473
3,Submariner,33,13.276128385630459
3,Submariner,34,29.738734142518446
3,Submariner,35,18.488172254471607
3,Submariner,36,32.8551347489317
3,Submariner,37,18.62785055501109
3,Submariner,38,27.275008907653234
3,Submariner,39,25.264951698288645
3,Submariner,40,50.21738039144063
3,Submariner,41,32.522502380379706
3,Submariner,42,16.125561899795912
3,Submariner,43,21.39826505348985
3,Submariner,44,29.465846694199296
3,Submariner,45,11.388146853325331
3,Submariner,46,12.068684857516859
3,Submariner,47,17.254733555954246
3,Submariner,48,22.994437601050166
3,Submariner,49,35.07009903525538
3,Submariner,50,22.19124390878193
3,Submariner,51,24.770067508752177
3,Submariner,52,21.918266238305712
3,Submariner,53,15.654636925289012
3,Submariner,54,30.97340696032822
3,Submariner,55,10.022019522686968
3,Submariner,56,15.645022056844962
3,Submariner,57,13.348756989727406
3,Submariner,58,19.047172603102933
3,Submariner,59,26.324455535026754
3,Submariner,60,16.28712190153421
3,Submariner,61,21.992990262983803
3,Submariner,62,15.855040007034939
3,Submariner,63,3.637830020653224
3,Submariner,64,8.245863344778021
3,Submariner,65,17.640442143768063
3,Submariner,66,-6.738305034155561
3,Submariner,67,7.552242855357132
3,Submariner,68,2.9831245655129193
3,Submariner,69,10.621668653420684
3,Submariner,70,9.037596126305479
3,Submariner,71,4.9519354645038405
3,Submariner,72,14.058465726878978
3,Submariner,73,-10.455824461776972
3,Submariner,74,8.719969802339751
3,Submariner,75,-11.46770285662241
3,Submariner,76,5.6472323072444714
3,Submariner,77,1.4768707695922916
3,Submariner,78,8.344330755704787
3,Submariner,79,1.1109054742925355
3,Submariner,80,-12.17153994392566
3,Submariner,81,-15.767128911332858
3,Submariner,82,4.557092415722269
3,Submariner,83,-0.4102810545720635
3,Submariner,84,-4.432877277977995
3,Submariner,85,-2.3857290790763863
3,Submariner,86,-5.293708985896493
3,Submariner,87,-1.2005447703114505
3,Submariner,88,-7.407130594870985
3,Submariner,89,-15.832057792319667
3,Submariner,90,-1.733292055170528
3,Submariner,91,8.379344979369979
3,Submariner,92,15.031045045450412
3,Submariner,93,0.029771582708323325
3,Submariner,94,-0.6389887336233147
3,Submariner,95,7.708375783911548
3,Submariner,96,0.43174937480821984
3,Submariner,97,-3.4769625471205887
3,Submariner,98,-13.896833003045229
3,Submariner,99,-10.108499215519014
3,Submariner,100,3.251197921627929
3,Submariner,101,-11.676735339180018
3,Submariner,102,8.387994261723497
3,Submariner,103,-10.771219400827887
3,Submariner,104,-1.5484146393684735
3,Submariner,105,-0.018588542275092768
3,Submariner,106,-0.10257275702645746
3,Submariner,107,1.2156210567886612
3,Submariner,108,4.788116574348556
3,Submariner,109,-1.0096817897068426
3,Submariner,110,-1.9882732116731097
3,Submariner,111,1.2826263390770034
3,Submariner,112,-3.4691310084388927
3,Submariner,113,12.299302184061322
3,Submariner,114,-17.36197085343315
3,Submariner,115,8.216038040208725
3,Submariner,116,-1.98786280000514
3,Submariner,117,3.378563491718002
3,Submariner,118,7.901226593946428
3,Submariner,119,6.684545523237691
3,Submariner,120,-5.284174784765523
3,MySolution,0,12.720336186254597
3,MySolution,1,-12.679117904011637
3,MySolution,2,7.351041759194147
3,MySolution,3,-3.467639765505215
3,MySolution,4,-14.464132718781052
3,MySolution,5,-13.721440130026751
3,MySolution,6,3.595750689574083
3,MySolution,7,19.970375478966666
3,MySolution,8,5.055326249529001
3,MySolution,9,12.75815730400794
3,MySolution,10,11.438411455565861
3,MySolution,11,0.6946434462970226
3,MySolution,12,14.956193761812887
3,MySolution,13,11.727946425944637
3,MySolution,14,12.309887591454567
3,MySolution,15,20.566030494977245
3,MySolution,16,20.54613533020155
3,MySolution,17,11.622888616906
3,MySolution,18,21.86557062601858
3,MySolution,19,13.565854828278187
3,MySolution,20,27.60761386857247
3,MySolution,21,20.742849748769054
3,MySolution,22,29.18214685729475
3,MySolution,23,29.52742539176665
3,MySolution,24,25.050741060156255
3,MySolution,25,31.151382719302326
3,MySolution,26,31.80869078246728
3,MySolution,27,24.737833108936595
3,MySolution,28,34.94297776996622
3,MySolution,29,35.346112868910566
3,MySolution,30,17.26513654216161
3,MySolution,31,14.484244806842693
3,MySolution,32,22.812089769795108
3,MySolution,33,9.32898940636093
3,MySolution,34,10.971128955076935
3,MySolution,35,18.9805862133242
3,MySolution,36,6.069278442408829
3,MySolution,37,-6.520666640756554
3,MySolution,38,12.639632604554912
3,MySolution,39,-6.888756121031356
3,MySolution,40,-6.107745596545727
3,MySolution,41,-20.4315824875615
3,MySolution,42,9.518220314213782
3,MySolution,43,4.190877774480887
3,MySolution,44,5.3326659095872095
3,MySolution,45,7.9634084447187305
3,MySolution,46,0.5390152902096641
3,MySolution,47,-8.219424823615839
3,MySolution,48,4.9500759900092355
3,MySolution,49,10.731607624878103
3,MySolution,50,-11.793987262437344
3,MySolution,51,-4.716416827012928
3,MySolution,52,-2.2457586027001546
3,MySolution,53,-10.257469811304428
3,MySolution,54,5.591282269851052
3,MySolution,55,-4.76921427001419
3,MySolution,56,10.070304701869413
3,MySolution,57,0.43726493704024005
3,MySolution,58,5.830277297213017
3,MySolution,59,12.492065201947065
3,MySolution,60,2.126911618630777
3,MySolution,61,8.614908955859239
3,MySolution,62,1.6862047051013362
3,MySolution,63,-12.093042427952854
3,MySolution,64,0.17940755036258169
3,MySolution,65,5.745191860303463
3,MySolution,66,3.9157104271038747
3,MySolution,67,-1.3910783837881102
3,MySolution,68,-9.741581298908377
3,MySolution,69,5.171194353885725
3,MySolution,70,-7.331644532685669
3,MySolution,71,-10.014585724924828
3,MySolution,72,4.75942262466906
3,MySolution,73,-9.862484903801667
3,MySolution,74,1.9549155150290929
3,MySolution,75,0.022177573086385474
3,MySolution,76,-10.625677447166803
3,MySolution,77,9.4375713130154
3,MySolution,78,-4.742439985110626
3,MySolution,79,9.599826534196145
3,MySolution,80,-3.8002694354022784
3,MySolution,81,-4.6004567685785185
3,MySolution,82,-0.2498081966082352
3,MySolution,83,-2.86445596772187
3,MySolution,84,-2.8528086211394457
3,MySolution,85,-7.021315067453071
3,MySolution,86,-9.703177001417199
3,MySolution,87,4.906292949498758
3,MySolution,88,-6.449626731698882
3,MySolution,89,-11.011655439270813
3,MySolution,90,-4.06278319330825
3,MySolution,91,-6.407483893898658
3,MySolution,92,-17.542285485360523
3,MySolution,93,-2.327497194141393
3,MySolution,94,1.3373929692841435
3,MySolution,95,2.357538851885502
3,MySolution,96,3.141930123365807
3,MySolution,97,-8.006749704006522
3,MySolution,98,-2.605816958587471
3,MySolution,99,-8.06679044343074
3,MySolution,100,-5.0834518562701305
3,MySolution,101,-9.67872550389874
3,MySolution,102,-8.931710405221521
3,MySolution,103,5.0390493006074815
3,MySolution,104,-2.1801725614290044
3,MySolution,105,-2.0707293470293684
3,MySolution,106,13.836465439131945
3,MySolution,107,-0.4671373232589732
3,MySolution,108,-4.296510276871349
3,MySolution,109,5.978293569325919
3,MySolution,110,-3.8980626831178635
3,MySolution,111,10.98326225183604
3,MySolution,112,-3.0213788851697654
3,MySolution,113,-4.929220912947154
3,MySolution,114,-9.345000408597485
3,MySolution,115,2.6291228687286865
3,MySolution,116,11.73208501952132
3,MySolution,117,-2.8480763607113007
3,MySolution,118,2.0917411350194492
3,MySolution,119,2.666630841405849
3,MySolution,120,11.37754592247634
4,Submariner,0,5.334519184153877
4,Submariner,1,-8.557223202121095
4,Submariner,2,-5.531904224205951
4,Submariner,3,-5.910864809140106
4,Submariner,4,1.2101945279721806
4,Submariner,5,0.07124083390751576
4,Submariner,6,3.078769879220775
4,Submariner,7,-5.082011587282636
4,Submariner,8,-2.781469139476249
4,Submariner,9,6.226337044196544
4,Submariner,10,-0.4187953036247022
4,Submariner,11,-4.75391237788281
4,Submariner,12,8.375552492596238
4,Submariner,13,0.8677028941335878
4,Submariner,14,-6.38677508587654
4,Submariner,15,14.846061856330998
4,Submariner,16,-7.910578585121667
4,Submariner,17,-12.500164141639559
4,Submariner,18,-15.909082799501242
4,Submariner,19,7.752515990134795
4,Submariner,20,-1.226397479961768
4,Submariner,21,1.3949229117676052
4,Submariner,22,6.554462882163187
4,Submariner,23,1.2222050762734273
4,Submariner,24,-7.112660144456731
4,Submariner,25,-8.966461115485991
4,Submariner,26,4.86791359549828
4,Submariner,27,10.032310596376675
4,Submariner,28,-8.471956867582119
4,Submariner,29,13.258200825976246
4,Submariner,30,15.555056552390376
4,Submariner,31,23.824477942590974
4,Submariner,32,16.107855795640702
4,Submariner,33,17.77101236101144
4,Submariner,34,22.30931921902654
4,Submariner,35,18.64099887400205
4,Submariner,36,19.438114031289828
4,Submariner,37,22.22440941671259
4,Submariner,38,28.388508428717316
4,Submariner,39,20.020696956065095
4,Submariner,40,20.388592812310286
4,Submariner,41,18.23758523215385
4,Submariner,42,18.115816187348294
4,Submariner,43,28.8437141775051
4,Submariner,44,38.8829422227042
4,Submariner,45,18.84527547584674
4,Submariner,46,24.996441007147094
4,Submariner,47,17.989305115148646
4,Submariner,48,33.04256598840725
4,Submariner,49,22.619826928534515
4,Submariner,50,25.81685615992354
4,Submariner,51,26.25524728612005
4,Submariner,52,14.000889346134691
4,Submariner,53,20.458579396604538
4,Submariner,54,18.24908787356406
4,Submariner,55,24.196969526773813
4,Submariner,56,7.60653265716962
4,Submariner,57,6.531689279227326
4,Submariner,58,20.91707625997793
4,Submariner,59,8.76179614667344
4,Submariner,60,6.894239052796854
4,Submariner,61,11.838113155978323
4,Submariner,62,7.187073221147403
4,Submariner,63,23.565558353236415
4,Submariner,64,9.669764587488515
4,Submariner,65,7.9242898201944705
4,Submariner,66,13.200420529783601
4,Submariner,67,4.4745035765225705
